question,option_a,option_b,option_c,option_d,correct_answer,explanation,remark
प्रारंभिक उद्दीपन (Early stimulation) से आशय है,शिशु को पूर्ण अंधेरे-मौन में रखना,"इंद्रिय, भाषा और खेल के समृद्ध अनुभव देना",केवल दंड द्वारा चलना सिखाना जन्म के दूसरे दिन,भोजन पूरी तरह बंद कर देना,B,"समृद्ध सुरक्षित वातावरण मस्तिष्क-संबंध बनाता है—बात करना, खिलौना, स्नेह। वंचन (अंधकार/मौन) विकास रोकता है। बिना परिपक्वता दंड से चलना हानिकारक। भोजन बंद करना पोषण-विरोधी। उद्दीपन पर्यावरणीय निवेश है।",Expected - CG TET | CDP - विकास के आयाम व कारक - प्रारंभिक उद्दीपन
वातावरणीय वंचन (Deprivation) का अर्थ है,केवल अधिक छुट्टियाँ मिलना,अतिरिक्त गुणसूत्रों का स्वतः जुड़ना,वंशानुक्रम का बढ़ जाना,"स्नेह, भाषा, पोषण या सामाजिक संपर्क की दीर्घ कमी",D,"वंचित बच्चे अक्सर विकास में पीछे दिखते हैं—यह क्षमता की कमी नहीं, अवसर की कमी हो सकती है। गुणसूत्र नहीं जुड़ते। छुट्टी वंचन नहीं। वंश ‘बढ़ता’ नहीं, अभिव्यक्ति दबती है। समावेशी शिक्षा का आधार यही समझ है।",Expected - CG TET | CDP - विकास के आयाम व कारक - वंचन
शिक्षक विकास के किस पक्ष को सबसे अधिक परिवर्तित कर सकता है?,रक्त समूह को कक्षा में बदलकर,"वातावरण—अधिगम अनुभव, संबंध और प्रेरणा",बच्चे के जन्म के समय के जीन-क्रम को,जन्मजात प्रतिवर्त को वंश से हटाकर,B,"शैक्षिक निहितार्थ: जीन दिए हैं, शिक्षक वातावरण रचता है—विधि, स्नेह, विविध अनुभव। जीन-क्रम/रक्त समूह/जन्मजात प्रतिवर्त नहीं बदलते। Topic-2 का सबसे महत्वपूर्ण कक्षा-संदेश यही है।",Expected - CG TET | CDP - विकास के आयाम व कारक - शिक्षक निहितार्थ
गर्भाशय को वातावरण का भाग क्यों माना जाता है?,क्योंकि यह विद्यालय भवन है,क्योंकि गर्भाशय गुणसूत्रों का दूसरा नाम है,"क्योंकि भ्रूण माँ के पोषण, हार्मोन और विषाक्त पदार्थों से प्रभावित होता है",क्योंकि यह केवल जन्म के बाद कार्य करता है,C,"Prenatal environment सिद्ध करता है कि पोषण गर्भ से शुरू। गर्भाशय जीन नहीं। विद्यालय नहीं। कार्य गर्भकाल में होता है, जन्म बाद नहीं। टेरेटोजन PYQ इसी अवधारणा का विस्तार है।",Expected - CG TET | CDP - विकास के आयाम व कारक - गर्भाशय वातावरण
अंतःस्रावी ग्रंथियाँ विकास को प्रभावित करती हैं क्योंकि,वे संस्कृति के नियम पारित करती हैं,वे केवल मित्र चुनती हैं,"हार्मोन वृद्धि, यौवन और संवेग को नियंत्रित करते हैं",वे केवल पाठ्यक्रम लिखती हैं,C,"थायरॉइड, पिट्यूटरी, गोनाड आंतरिक जैविक कारक हैं—ऊँचाई, चयापचय, किशोर परिवर्तन। पाठ्यक्रम/मित्र/संस्कृति बाह्य सामाजिक हैं। ग्रंथि-दोष (जैसे आयोडीन-थायरॉइड) मानसिक-शारीरिक विकास दोनों बिगाड़ सकता है।",Expected - CG TET | CDP - विकास के आयाम व कारक - अंतःस्रावी ग्रंथियाँ
जनसंचार माध्यम बाल विकास को प्रभावित करते हैं मुख्यतः,रक्त समूह बदलकर,जन्मजात प्रतिवर्त मिटाकर,गुणसूत्र जोड़कर,"आदर्श, भाषा, हिंसा/सहयोग के मॉडल प्रस्तुत करके",D,"मीडिया सामाजिक वातावरण है—बंडुरा जैसा मॉडलिंग, पर यहाँ सिद्धांत गहराई Topic-3 की है; कारक के रूप में माध्यम बाह्य प्रभाव है। जैविक संरचना नहीं बदलता। शिक्षक को माध्यम-साक्षरता का वातावरण देना चाहिए।",Expected - CG TET | CDP - विकास के आयाम व कारक - जनसंचार
वैयक्तिक भिन्नताओं का मुख्य कारण है,वंशानुक्रम और वातावरण दोनों की भिन्न अंतःक्रिया,केवल एक ही कारक जिसका नाम अज्ञात है,केवल परीक्षा केंद्र का नाम,केवल शिक्षक की वर्दी का रंग,A,"हर बच्चा अलग जीन+अलग अनुभव लिए होता है, इसलिए गति व शैली भिन्न। परीक्षा केंद्र/वर्दी कारण नहीं। ‘अज्ञात एक कारक’ वैज्ञानिक नहीं। 2022 गाल्टन PYQ से जुड़ा शैक्षिक निष्कर्ष: भिन्नता सामान्य है, एक समान गति थोपना गलत।",Expected - CG TET | CDP - विकास के आयाम व कारक - वैयक्तिक भिन्नता कारण
निम्न में से कौन-सा कथन सर्वाधिक संतुलित है?,"विकास संयोग मात्र है, कोई कारक नहीं",न तो केवल वंशानुक्रम न तो केवल वातावरण विकास के लिए पर्याप्त है,"केवल वातावरण पर्याप्त है, जीन व्यर्थ हैं","केवल वंशानुक्रम पर्याप्त है, शिक्षा व्यर्थ है",B,"CG TET का निष्कर्ष-वाक्य: दोनों आवश्यक, अंतःक्रिया से विकास। केवल वंश शिक्षा को निरर्थक ठहराता है। केवल वातावरण जीन-सीमा नकारता है। संयोग 2022 का गलत सिद्धांत था। यही Topic-2 का सार है।",Expected - CG TET | CDP - विकास के आयाम व कारक - संतुलित मत
विकास में निरंतरता बनाम विच्छिन्नता का विवाद मुख्यतः बताता है,केवल विद्यालय पक्का है या कच्चा,परिवर्तन क्रमिक हैं या चरणबद्ध गुणात्मक छलाँग वाले,केवल भोजन मसालेदार है या नहीं,केवल शिक्षक पुरुष है या महिला,B,"पाठ्यक्रम कारक-आयाम में continuity/discontinuity शामिल है: कुछ परिवर्तन मात्रा में धीरे, कुछ अवस्था-बदलाव जैसे। भोजन/भवन/लिंग इस सिद्धांत के अर्थ नहीं। प्रकृति-पोषण की तरह यह विकास को देखने का दूसरा विवाद है।",Expected - CG TET | CDP - विकास के आयाम व कारक - निरंतरता-विच्छिन्नता
घर का संवेगात्मक वातावरण बच्चे को प्रभावित करता है क्योंकि,यह रक्त का रंग बदल देता है,यह जन्मजात पलक-झपकना बंद कर देता है,यह केवल अंकगणित के सूत्र लिखता है,"स्नेह, सुरक्षा और संघर्ष संवेग-नियंत्रण व मानसिक स्वास्थ्य गढ़ते हैं",D,"झगड़ालू/उदासीन घर चिंता पैदा कर सकता है; स्नेहपूर्ण घर विश्वास (एरिक्सन) देता है। रक्त/प्रतिवर्त जैविक हैं। सूत्र मानसिक विषयवस्तु है, घरेलू भाव-जलवायु नहीं। आयाम: संवेगात्मक विकास पर पारिवारिक वातावरण सबसे सीधा पड़ता है।",Expected - CG TET | CDP - विकास के आयाम व कारक - घरेलू संवेगात्मक वातावरण
आयोडीन की कमी बाल विकास को प्रभावित कर सकती है क्योंकि,केवल खेल का मैदान बढ़ जाता है,वंशानुक्रम पूर्णतः मिट जाता है,थायरॉइड हार्मोन व मस्तिष्क-विकास बाधित हो सकता है,केवल बालों का फैशन बदलता है,C,पोषण×आंतरिक ग्रंथि: आयोडीन न हो तोcretinism/मानसिक मंदता का जोखिम—वातावरण जैविक तंत्र से टकराता है। फैशन/मैदान कारण नहीं। वंश मिटता नहीं। छत्तीसगढ़ जैसे क्षेत्रों में यह व्यावहारिक उदाहरण है।,Expected - CG TET | CDP - विकास के आयाम व कारक - आयोडीन
“बाद के अनुभव प्रारंभिक क्षति की कुछ भरपाई कर सकते हैं” — यह विचार इंगित करता है,वंशानुक्रम एक दिन में बदल जाता है,शिक्षण 18 वर्ष के बाद निषिद्ध है,विकास में प्लास्टिसिटी तथा वातावरण की निरंतर भूमिका,प्रारंभिक वर्ष पूरी तरह व्यर्थ हैं,C,"Early experiences महत्वपूर्ण हैं, पर भाग्य नहीं; समृद्ध बाद का वातावरण सुधार ला सकता है। प्रारंभिक वर्ष व्यर्थ नहीं। जीन अचानक नहीं पलटते। शिक्षण आयु-सीमा 18 पर नहीं रुकता। आशावादी शिक्षाशास्त्र: कभी भी बेहतर वातावरण उपयोगी।",Expected - CG TET | CDP - विकास के आयाम व कारक - प्लास्टिसिटी
