question,option_a,option_b,option_c,option_d,correct_answer,explanation,remark
"गर्व, लज्जा और ईर्ष्या जैसे संवेग कहलाते हैं","केवल प्रौढ़ों में पाए जाने वाले संवेग, बच्चों में कभी नहीं",शारीरिक वृद्धि के माप,जन्म के समय पूर्ण रूप से उपस्थित प्राथमिक संवेग,"जटिल या द्वितीयक संवेग, जो आत्म-बोध के बाद आते हैं",D,"प्राथमिक संवेग (खुशी, दुःख, क्रोध, भय, घृणा) पहले; जटिल संवेग आत्म-चेतना, तुलना व सामाजिक मानक पर निर्भर करते हैं—लगभग 18 माह के बाद/बाल्यावस्था में। वे जन्म से पूरे नहीं होते। बच्चों में अवश्य आते हैं, केवल प्रौढ़ों तक सीमित नहीं। ये मापनीय वृद्धि नहीं, गुणात्मक संवेगात्मक विकास हैं।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - जटिल संवेग
किशोरावस्था में तीव्र शारीरिक वृद्धि का मुख्य कारण है,वृद्धि का पूर्ण रूप से रुक जाना,केवल साथी समूह की नकल,केवल विद्यालय का दबाव,यौवनारंभ के साथ हार्मोनीय परिवर्तन,D,"किशोर वृद्धि-स्पर्ट हार्मोन (GH, सेक्स हार्मोन) से जुड़ा जैविक परिवर्तन है—ऊँचाई, वजन, द्वितीयक यौन लक्षण। विद्यालय दबाव मानसिक-सामाजिक तनाव दे सकता है, हड्डी की लंबाई का कारण नहीं। साथी नकल व्यवहार बदलती है, अंतःस्रावी वृद्धि नहीं। ‘वृद्धि रुक जाना’ इस अवस्था के विपरीत है; यहाँ तो वृद्धि पुनः तीव्र होती है।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - किशोर शारीरिक विकास
"विकास के आयाम (शारीरिक, मानसिक, सामाजिक, संवेगात्मक) के विषय में सही है","केवल शारीरिक आयाम वास्तविक है, शेष काल्पनिक हैं",सामाजिक विकास तभी संभव है जब मानसिक विकास शून्य हो,ये पूर्णतः स्वतंत्र हैं और एक-दूसरे को प्रभावित नहीं करते,ये परस्पर संबंधित हैं तथा एक आयाम दूसरे को प्रभावित करता है,D,अंतर्संबंध/एकीकरण सिद्धांत: कुपोषण (शारीरिक) ध्यान व सीखने (मानसिक) को घटाता है; संवेगात्मक असुरक्षा सामाजिक संबंध बिगाड़ती है। आयाम स्वतंत्र नहीं। सभी आयाम वास्तविक हैं। सामाजिक विकास के लिए मानसिक क्षमता शून्य होना विरोधाभास है। समग्र बाल विकास इसीलिए शिक्षा का लक्ष्य है।,Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - आयामों का अंतर्संबंध
"विकास एक क्रमबद्ध प्रक्रिया है, इसका अर्थ है",कौशल उल्टे क्रम में ही सीखे जाते हैं,विकास की कोई दिशा नहीं होती,"परिवर्तन एक निश्चित क्रम में होते हैं, जैसे सिर का नियंत्रण चलने से पहले",सभी बच्चे एक ही दिन एक ही कौशल सीखते हैं,C,"क्रमबद्ध/अनुक्रमिक सिद्धांत: बैठना → खड़ा होना → चलना; शब्द → वाक्य। दिन-तारीख एक समान नहीं—वैयक्तिक भिन्नता रहती है। दिशाहीन विकास सिद्धांत नहीं। उल्टा क्रम सामान्य नहीं। शिक्षक देरी को विकृति तभी माने जब क्रम ही न आए, केवल गति मंद हो तो धैर्य रखे।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - क्रमबद्ध विकास
विकास की गति में वैयक्तिक भिन्नता का शैक्षिक निहितार्थ है कि शिक्षक को चाहिए,सभी बच्चों से एक ही गति और एक ही विधि की अपेक्षा करना,केवल तीव्र विकास वाले बच्चों पर ध्यान देना,धीमे बच्चों को कक्षा से पृथक कर देना,प्रत्येक बच्चे को उसकी क्षमता व गति के अनुसार सीखने के विविध अनुभव देना,D,"सिद्धांत: विकास की दर अलग-अलग होती है। CG TET का स्थायी उत्तर—विविध अनुभव, न कि एक समान गति। धीमे बच्चों को अलग करना समावेश के विरुद्ध है। केवल तेज बच्चों पर ध्यान वैयक्तिक भिन्नता की उपेक्षा है। शारीरिक/मानसिक अवस्थाएँ औसत आयु बताती हैं, व्यक्तिगत समय-सारिणी नहीं।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - वैयक्तिक भिन्नता
सामाजिक विकास का सर्वाधिक उपयुक्त अर्थ है,"समाज के मूल्यों, भूमिकाओं और संबंधों के अनुसार व्यवहार करना सीखना",केवल IQ अंक बढ़ना,केवल मांसपेशियों का मजबूत होना,केवल भोजन की मात्रा बढ़ना,A,"सामाजिक विकास = समाजीकरण—परिवार, साथी, विद्यालय से मानदंड, सहयोग, सहानुभूति, भूमिका। मांसपेशी शारीरिक, IQ मानसिक, भोजन वृद्धि/पोषण पक्ष है। गलत विकल्प अन्य आयामों को सामाजिक नाम देकर भ्रमित करते हैं।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - सामाजिक विकास अर्थ
बालक के सामाजिक विकास की प्रथम एवं सर्वाधिक प्रभावशाली संस्था मानी जाती है,राजनीतिक दल,उद्योग,परिवार,विश्वविद्यालय,C,"परिवार प्रथम समाजीकरण का केंद्र है—भाषा, स्नेह, नियम, लिंग-भूमिकाएँ यहीं से शुरू। राजनीतिक दल/उद्योग वयस्क संस्थाएँ हैं। विश्वविद्यालय बाद की औपचारिक संस्था है। विद्यालय महत्वपूर्ण द्वितीयक संस्था है, पर ‘प्रथम’ परिवार है। यह सामाजिक अवस्था के पर्यावरण पक्ष का मानक प्रश्न है।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - परिवार और समाजीकरण
खेल को बाल्यावस्था में आवश्यक माना जाता है क्योंकि,यह केवल शिक्षकों के विश्राम के लिए है,यह केवल समय नष्ट करता है,यह केवल परीक्षा अंक बढ़ाता है,"यह शारीरिक, मानसिक, सामाजिक और संवेगात्मक विकास का स्वाभाविक माध्यम है",D,"खेल से स्थूल-सूक्ष्म क्रिया, कल्पना, नियम-पालन, सहयोग व संवेग-निकास होता है—चारों आयाम। ‘समय नष्ट’ गलत शिक्षाशास्त्र है। अंक बढ़ाना खेल का मुख्य उद्देश्य नहीं। शिक्षक विश्राम के लिए खेल नहीं होता। CG TET बाल-केंद्रित दृष्टि खेल को पाठ्यचर्या का अंग मानती है।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - खेल और विकास
बाल्यावस्था को ‘स्वर्णिम काल’ कहने का मुख्य आधार है,"इस अवस्था में सीखने, खेलने और आदतों के निर्माण की क्षमता अत्यंत उच्च होती है",इस अवस्था में बच्चा पूर्णतः स्वतंत्र वयस्क होता है,इस अवस्था में केवल संवेग शून्य रहते हैं,इस अवस्था में विकास पूरी तरह रुक जाता है,A,"स्वर्णिम/खेल काल: जिज्ञासा, स्मृति, भाषा, आदतें व सामाजिक आधार यहीं बनते हैं। विकास रुकता नहीं। बच्चा वयस्क नहीं, मार्गदर्शन चाहता है। संवेग शून्य नहीं, बल्कि स्पष्ट व शिक्षणीय होते हैं। गलत विकल्प अवस्था की सक्रियता को नकारते हैं।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - बाल्यावस्था स्वर्णिम काल
मानसिक (संज्ञानात्मक) विकास में मुख्यतः शामिल है,केवल मित्रता की संख्या,केवल हड्डियों की लंबाई,केवल रक्तचाप,"चिंतन, स्मृति, कल्पना, तर्क और समस्या समाधान",D,"मानसिक आयाम सूचना संसाधित करने की क्षमता है। हड्डी/रक्तचाप शारीरिक। मित्रता सामाजिक। 2022 PYQ की तरह सहनशीलता/सामाजिक गुण को मानसिक न गिनें। प्राथमिक कक्षा में भाषा व गणित इसी आयाम पर टिके हैं, पर आयाम स्वयं व्यापक है।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - मानसिक विकास
विकास सरल से जटिल की ओर बढ़ता है। सही उदाहरण है,"पहले निबंध, फिर बड़बड़ाहट","पहले दौड़ना, फिर गर्दन नियंत्रण","पहले ध्वनियाँ, फिर शब्द, फिर वाक्य","पहले अमूर्त सिद्धांत, फिर इंद्रिय अनुभव",C,सरल→जटिल: बड़बड़ाहट→शब्द→वाक्य; सामान्य गति→कौशल। निबंध पहले असंभव। अमूर्त बाद में आता है। दौड़ना गर्दन के बाद आता है। भाषा व क्रिया दोनों में यही क्रम मानसिक-शारीरिक विकास दर्शाता है।,Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - सरल से जटिल
नवजात काल (Neonatal period) सामान्यतः माना जाता है,केवल किशोरावस्था का प्रथम सप्ताह,जन्म के बाद प्रथम 4 सप्ताह,गर्भाधान से तीसरा महीना मात्र,जन्म के बाद प्रथम 5 वर्ष,B,"Neonatal = जन्म के बाद लगभग 0-28 दिन—जीवन-रक्षा, प्रतिवर्त, माँ से लगाव का आरंभ। 5 वर्ष पूर्व बाल्यावस्था तक फैलता है। गर्भाधान-तीसरा महीना जन्मपूर्व है। किशोरावस्था इससे असंबंधित है। अवस्थाओं की सूक्ष्म सीमाएँ Paper-1 में आती हैं।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - नवजात काल
किशोरावस्था को ‘तूफान और तनाव का काल’ कहने वाले मनोवैज्ञानिक हैं,इवान पावलॉव,जी. स्टैनली हॉल,बी. एफ. स्किनर,ई. एल. थॉर्नडाइक,B,"Storm and Stress = G. Stanley Hall, किशोर अवस्था का शास्त्रीय वर्णन। स्किनर/पावलॉव/थॉर्नडाइक अधिगम सिद्धांतकार हैं (विषय 3), अवस्था-नामकरण नहीं। CG TET नाम+अवस्था जोड़कर पूछता है; सिद्धांतकारों को आयाम से न मिलाएँ।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - स्टैनली हॉल
विकास के एकीकरण सिद्धांत का अर्थ है,विभिन्न अंगों और मानसिक क्रियाओं में समन्वय बढ़ता है,विकास केवल एक अंग तक सीमित रहता है,बच्चा एक समय में केवल एक इंद्रिय का उपयोग कर सकता है,सामाजिक विकास शारीरिक विकास को रोक देता है,A,"एकीकरण: आँख-हाथ, सोच-भाषा, भाव-व्यवहार समन्वित होते हैं—पूरी व्यक्तित्व इकाई। एक अंग तक सीमित विकास नहीं। इंद्रियाँ साथ काम करती हैं। सामाजिक आयाम शारीरिक को रोकता नहीं, बल्कि संबंधित होता है। 2022 में निरंतरता से अलग यह सिद्धांत पूछा गया था।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - एकीकरण सिद्धांत
किशोरावस्था के सामाजिक-संवेगात्मक विकास की प्रमुख विशेषता है,पहचान की खोज तथा साथी समूह का बढ़ता प्रभाव,माँ पर पूर्ण शारीरिक निर्भरता,यौन लक्षणों का पूर्ण अभाव,समांतर खेल की प्रधानता,A,"किशोर ‘मैं कौन हूँ’ पूछता है, मित्र समूह परिवार जितना प्रभावशाली हो जाता है, संवेग तीव्र होते हैं। पूर्ण शारीरिक निर्भरता शैशव है। समांतर खेल पूर्व बाल्यावस्था। यौन लक्षणों का अभाव किशोरावस्था के विपरीत है। चार आयाम इस अवस्था में एक साथ तीव्र दिखते हैं।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - किशोर सामाजिक-संवेगात्मक
संवेगात्मक परिपक्वता का अर्थ है,हर समय क्रोध प्रकट करना,केवल दूसरों के संवेग दबाना,परिस्थिति के अनुकूल संवेगों पर नियंत्रण और संतुलित अभिव्यक्ति,संवेगों का पूर्ण अभाव,C,"परिपक्व संवेग = उचित तीव्रता, समय व सामाजिक स्वीकृति के साथ भाव व्यक्त करना। संवेगहीनता परिपक्वता नहीं। सतत क्रोध अपरिपक्वता है। दूसरों को दबाना स्वस्थ नियंत्रण नहीं। किशोरावस्था में यह लक्ष्य अधूरा रहता है, इसलिए मार्गदर्शन चाहिए।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - संवेगात्मक परिपक्वता
प्राथमिक कक्षा के बच्चे मुख्यतः किस विकासात्मक अवस्था में होते हैं?,उत्तर बाल्यावस्था,केवल किशोरावस्था,केवल प्रौढ़ावस्था,नवजात काल,A,"कक्षा 1-5 सामान्यतः 6-11/12 वर्ष—उत्तर बाल्यावस्था: ठोस सोच का आरंभ, साथी समूह, नियम, स्थूल-से-सूक्ष्म कौशल। नवजात शिशु विद्यालय नहीं जाते। किशोरावस्था उच्च प्राथमिक/माध्यमिक के निकट। प्रौढ़ावस्था शिक्षक की अवस्था है, विद्यार्थी की नहीं। Paper-1 का लक्ष्य समूह यही है।",Expected - CG TET | CDP - बाल विकास की अवस्थाएँ - प्राथमिक कक्षा अवस्था
